Customer_id,Recency,Frequency,Monetary,Recency_bin,Frequency_bin,Monetary_bin
CS7507,3140,13,557,150+,5+,501+
CS7508,3329,18,809,150+,5+,501+
CS7509,3267,10,456,150+,5+,401-500
CS7510,3235,16,623,150+,5+,501+
CS7511,3171,10,540,150+,5+,501+
CS7512,3419,14,615,150+,5+,501+
CS7513,3227,15,622,150+,5+,501+
CS7514,3306,10,484,150+,5+,401-500
CS7515,3135,15,760,150+,5+,501+
CS7516,3294,13,594,150+,5+,501+
CS7517,3206,11,374,150+,5+,301-400
CS7518,3245,16,747,150+,5+,501+
CS7519,3132,10,558,150+,5+,501+
CS7520,3124,13,661,150+,5+,501+
CS7521,3315,6,197,150+,5+,101-200
CS7522,3217,10,434,150+,5+,401-500
CS7523,3499,10,500,150+,5+,401-500
CS7524,3361,8,311,150+,5+,301-400
CS7525,3148,14,566,150+,5+,501+
CS7526,3181,14,594,150+,5+,501+
CS7527,3134,13,581,150+,5+,501+
CS7528,3135,14,586,150+,5+,501+
CS7529,3191,10,492,150+,5+,401-500
CS7530,3372,8,358,150+,5+,301-400
CS7531,3299,11,482,150+,5+,401-500
CS7532,3404,12,544,150+,5+,501+
CS7533,3164,19,813,150+,5+,501+
CS7534,3234,11,454,150+,5+,401-500
CS7535,3204,15,825,150+,5+,501+
CS7536,3290,8,350,150+,5+,301-400
CS7537,3126,15,688,150+,5+,501+
CS7538,3280,16,735,150+,5+,501+
CS7539,3146,12,528,150+,5+,501+
CS7540,3218,12,617,150+,5+,501+
CS7541,3262,20,900,150+,5+,501+
CS7542,3508,20,828,150+,5+,501+
CS7543,3122,6,251,150+,5+,201-300
CS7544,3174,18,734,150+,5+,501+
CS7545,3143,19,876,150+,5+,501+
CS7546,3320,17,818,150+,5+,501+
CS7547,3146,13,662,150+,5+,501+
CS7548,3138,17,784,150+,5+,501+
CS7549,3146,10,416,150+,5+,401-500
CS7550,3212,12,530,150+,5+,501+
CS7551,3381,10,433,150+,5+,401-500
CS7552,3151,15,810,150+,5+,501+
CS7553,3308,12,409,150+,5+,401-500
CS7554,3539,16,688,150+,5+,501+
CS7555,3183,18,736,150+,5+,501+
CS7556,3143,6,202,150+,5+,201-300
CS7557,3182,15,573,150+,5+,501+
CS7558,3213,18,701,150+,5+,501+
CS7559,3127,14,565,150+,5+,501+
CS7560,3283,11,459,150+,5+,401-500
CS7561,3268,10,500,150+,5+,401-500
CS7562,3667,8,401,150+,5+,401-500
CS7563,3525,13,580,150+,5+,501+
CS7564,3139,9,444,150+,5+,401-500
CS7565,3241,9,544,150+,5+,501+
CS7566,3311,17,758,150+,5+,501+
CS7567,3142,12,492,150+,5+,401-500
CS7568,3154,16,684,150+,5+,501+
CS7569,3207,9,478,150+,5+,401-500
CS7570,3223,16,754,150+,5+,501+
CS7571,3226,10,490,150+,5+,401-500
CS7572,3155,8,269,150+,5+,201-300
CS7573,3195,15,712,150+,5+,501+
CS7574,3128,12,594,150+,5+,501+
CS7575,3178,19,848,150+,5+,501+
CS7576,3214,9,369,150+,5+,301-400
CS7577,3140,15,622,150+,5+,501+
CS7578,3209,12,440,150+,5+,401-500
CS7579,3147,16,634,150+,5+,501+
CS7580,3311,26,1145,150+,5+,501+
CS7581,3158,21,977,150+,5+,501+
CS7582,3139,15,616,150+,5+,501+
CS7583,3150,17,848,150+,5+,501+
CS7584,3135,15,799,150+,5+,501+
CS7585,3214,12,578,150+,5+,501+
CS7586,3329,13,544,150+,5+,501+
CS7587,3158,21,997,150+,5+,501+
CS7588,3130,17,640,150+,5+,501+
CS7589,3136,10,283,150+,5+,201-300
CS7590,3275,13,541,150+,5+,501+
CS7591,3275,14,759,150+,5+,501+
CS7592,3155,12,522,150+,5+,501+
CS7593,3145,12,492,150+,5+,401-500
CS7594,3202,9,409,150+,5+,401-500
CS7595,3508,7,333,150+,5+,301-400
CS7596,3372,8,358,150+,5+,301-400
CS7597,3187,13,653,150+,5+,501+
CS7598,3267,14,693,150+,5+,501+
CS7599,3178,7,370,150+,5+,301-400
CS7600,3202,16,667,150+,5+,501+
CS7601,3200,18,794,150+,5+,501+
CS7602,3147,11,513,150+,5+,501+
CS7603,3246,12,579,150+,5+,501+
CS7604,3136,17,790,150+,5+,501+
CS7605,3137,21,969,150+,5+,501+
CS7606,3611,7,332,150+,5+,301-400
CS7607,3182,13,643,150+,5+,501+
CS7608,3170,10,452,150+,5+,401-500
CS7609,3258,16,805,150+,5+,501+
CS7610,3153,12,475,150+,5+,401-500
CS7611,3402,16,710,150+,5+,501+
CS7612,3140,18,840,150+,5+,501+
CS7613,3248,15,779,150+,5+,501+
CS7614,3164,16,739,150+,5+,501+
CS7615,3124,10,481,150+,5+,401-500
CS7616,3131,14,660,150+,5+,501+
CS7617,3225,17,869,150+,5+,501+
CS7618,3407,8,454,150+,5+,401-500
CS7619,3132,14,486,150+,5+,401-500
CS7620,3670,10,439,150+,5+,401-500
CS7621,3142,19,971,150+,5+,501+
CS7622,3121,11,558,150+,5+,501+
CS7623,3137,17,723,150+,5+,501+
CS7624,3160,21,802,150+,5+,501+
CS7625,3126,10,470,150+,5+,401-500
CS7626,3182,8,275,150+,5+,201-300
CS7627,3198,6,195,150+,5+,101-200
CS7628,3146,13,503,150+,5+,501+
CS7629,3124,14,566,150+,5+,501+
CS7630,3167,13,603,150+,5+,501+
CS7631,3234,10,518,150+,5+,501+
CS7632,3139,11,534,150+,5+,501+
CS7633,3139,20,973,150+,5+,501+
CS7634,3135,10,549,150+,5+,501+
CS7635,3217,18,806,150+,5+,501+
CS7636,3189,11,311,150+,5+,301-400
CS7637,3143,15,705,150+,5+,501+
CS7638,3978,5,275,150+,5+,201-300
CS7639,3163,16,741,150+,5+,501+
CS7640,3181,13,552,150+,5+,501+
CS7641,3129,14,622,150+,5+,501+
CS7642,3155,14,573,150+,5+,501+
CS7643,3143,16,867,150+,5+,501+
CS7644,3360,12,471,150+,5+,401-500
CS7645,3371,15,615,150+,5+,501+
CS7646,3746,9,371,150+,5+,301-400
CS7647,3329,14,526,150+,5+,501+
CS7648,3237,15,763,150+,5+,501+
CS7649,3169,12,626,150+,5+,501+
CS7650,3365,13,771,150+,5+,501+
CS7651,3225,7,265,150+,5+,201-300
CS7652,3225,15,543,150+,5+,501+
CS7653,3306,15,682,150+,5+,501+
CS7654,3211,15,710,150+,5+,501+
CS7655,3149,9,423,150+,5+,401-500
CS7656,3175,10,491,150+,5+,401-500
CS7657,3246,13,577,150+,5+,501+
CS7658,3150,15,627,150+,5+,501+
CS7659,3164,9,323,150+,5+,301-400
CS7660,3141,18,918,150+,5+,501+
CS7661,3148,18,788,150+,5+,501+
CS7662,3143,12,569,150+,5+,501+
CS7663,3228,18,881,150+,5+,501+
CS7664,3134,21,896,150+,5+,501+
CS7665,3276,10,442,150+,5+,401-500
CS7666,3171,11,514,150+,5+,501+
CS7667,3194,15,636,150+,5+,501+
CS7668,3170,10,314,150+,5+,301-400
CS7669,3136,12,595,150+,5+,501+
CS7670,3799,9,352,150+,5+,301-400
CS7671,3205,14,644,150+,5+,501+
CS7672,3252,9,517,150+,5+,501+
CS7673,3220,17,815,150+,5+,501+
CS7674,3175,14,572,150+,5+,501+
CS7675,3192,17,751,150+,5+,501+
CS7676,3292,21,813,150+,5+,501+
CS7677,3244,14,417,150+,5+,401-500
CS7678,3196,15,601,150+,5+,501+
CS7679,3128,18,853,150+,5+,501+
CS7680,3169,12,412,150+,5+,401-500
CS7681,3234,15,721,150+,5+,501+
CS7682,3295,10,469,150+,5+,401-500
CS7683,3135,12,537,150+,5+,501+
CS7684,3253,10,475,150+,5+,401-500
CS7685,3404,12,531,150+,5+,501+
CS7686,3206,11,391,150+,5+,301-400
CS7687,3145,13,511,150+,5+,501+
CS7688,3349,12,448,150+,5+,401-500
CS7689,3195,11,401,150+,5+,401-500
CS7690,3281,8,373,150+,5+,301-400
CS7691,3213,11,497,150+,5+,401-500
CS7692,3122,16,650,150+,5+,501+
CS7693,3260,10,347,150+,5+,301-400
CS7694,3186,12,576,150+,5+,501+
CS7695,3253,19,844,150+,5+,501+
CS7696,3281,12,593,150+,5+,501+
CS7697,3228,8,420,150+,5+,401-500
CS7698,3126,15,622,150+,5+,501+
CS7699,3137,10,374,150+,5+,301-400
CS7700,3412,13,564,150+,5+,501+
CS7701,3299,16,690,150+,5+,501+
CS7702,3147,14,517,150+,5+,501+
CS7703,3190,11,422,150+,5+,401-500
CS7704,3273,13,509,150+,5+,501+
CS7705,3199,12,448,150+,5+,401-500
CS7706,3241,10,518,150+,5+,501+
CS7707,3228,14,652,150+,5+,501+
CS7708,3273,16,626,150+,5+,501+
CS7709,3280,16,629,150+,5+,501+
CS7710,3535,16,718,150+,5+,501+
CS7711,3206,13,467,150+,5+,401-500
CS7712,3250,12,453,150+,5+,401-500
CS7713,3200,14,626,150+,5+,501+
CS7714,3121,11,526,150+,5+,501+
CS7715,3168,12,590,150+,5+,501+
CS7716,3473,4,221,150+,4,201-300
CS7717,3170,8,489,150+,5+,401-500
CS7718,3198,12,495,150+,5+,401-500
CS7719,3468,13,657,150+,5+,501+
CS7720,3121,10,540,150+,5+,501+
CS7721,3165,18,919,150+,5+,501+
CS7722,3173,11,512,150+,5+,501+
CS7723,3156,10,505,150+,5+,501+
CS7724,3150,11,419,150+,5+,401-500
CS7725,3181,17,707,150+,5+,501+
CS7726,3171,18,740,150+,5+,501+
CS7727,3132,16,683,150+,5+,501+
CS7728,3251,15,582,150+,5+,501+
CS7729,3134,17,848,150+,5+,501+
CS7730,3252,14,624,150+,5+,501+
CS7731,3135,10,463,150+,5+,401-500
CS7732,3446,9,476,150+,5+,401-500
CS7733,3251,16,570,150+,5+,501+
CS7734,3311,11,570,150+,5+,501+
CS7735,3134,12,524,150+,5+,501+
CS7736,3251,11,535,150+,5+,501+
CS7737,3228,16,749,150+,5+,501+
CS7738,3156,13,437,150+,5+,401-500
CS7739,3169,13,598,150+,5+,501+
CS7740,3160,19,800,150+,5+,501+
CS7741,3268,13,575,150+,5+,501+
CS7742,3191,14,660,150+,5+,501+
CS7743,3351,10,443,150+,5+,401-500
CS7744,3134,9,476,150+,5+,401-500
CS7745,3145,16,601,150+,5+,501+
CS7746,3400,17,872,150+,5+,501+
CS7747,3214,12,541,150+,5+,501+
CS7748,3123,17,853,150+,5+,501+
CS7749,3138,15,716,150+,5+,501+
CS7750,3202,18,939,150+,5+,501+
CS7751,3170,16,822,150+,5+,501+
CS7752,3138,18,688,150+,5+,501+
CS7753,3207,12,467,150+,5+,401-500
CS7754,3199,10,447,150+,5+,401-500
CS7755,3207,13,660,150+,5+,501+
CS7756,3404,11,642,150+,5+,501+
CS7757,3201,22,1081,150+,5+,501+
CS7758,3186,15,680,150+,5+,501+
CS7759,3228,16,770,150+,5+,501+
CS7760,3183,13,503,150+,5+,501+
CS7761,3482,10,396,150+,5+,301-400
CS7762,3213,9,367,150+,5+,301-400
CS7763,3149,16,622,150+,5+,501+
CS7764,3156,12,528,150+,5+,501+
CS7765,3205,10,410,150+,5+,401-500
CS7766,3241,16,746,150+,5+,501+
CS7767,3219,16,696,150+,5+,501+
CS7768,3224,17,660,150+,5+,501+
CS7769,3301,14,618,150+,5+,501+
CS7770,3238,17,732,150+,5+,501+
CS7771,3257,13,531,150+,5+,501+
CS7772,3174,11,501,150+,5+,501+
CS7773,3313,18,799,150+,5+,501+
CS7774,3125,20,755,150+,5+,501+
CS7775,3380,9,396,150+,5+,301-400
CS7776,3438,19,894,150+,5+,501+
CS7777,3261,9,421,150+,5+,401-500
CS7778,3152,12,514,150+,5+,501+
CS7779,3559,11,496,150+,5+,401-500
CS7780,3162,10,473,150+,5+,401-500
CS7781,3310,18,726,150+,5+,501+
CS7782,3197,12,654,150+,5+,501+
CS7783,3235,11,630,150+,5+,501+
CS7784,3240,10,453,150+,5+,401-500
CS7785,3139,19,866,150+,5+,501+
CS7786,3281,18,781,150+,5+,501+
CS7787,3236,12,766,150+,5+,501+
CS7788,3280,16,611,150+,5+,501+
CS7789,3136,12,553,150+,5+,501+
CS7790,3332,13,413,150+,5+,401-500
CS7791,3121,12,562,150+,5+,501+
CS7792,3193,11,491,150+,5+,401-500
CS7793,3144,12,454,150+,5+,401-500
CS7794,3121,15,535,150+,5+,501+
CS7795,3316,11,393,150+,5+,301-400
CS7796,3165,14,557,150+,5+,501+
CS7797,3388,14,731,150+,5+,501+
CS7798,3444,12,439,150+,5+,401-500
CS7799,3162,11,483,150+,5+,401-500
CS7800,3297,11,491,150+,5+,401-500
CS7801,3233,11,546,150+,5+,501+
CS7802,3141,20,855,150+,5+,501+
CS7803,3289,11,624,150+,5+,501+
CS7804,3160,16,737,150+,5+,501+
CS7805,3145,21,903,150+,5+,501+
CS7806,3232,11,443,150+,5+,401-500
CS7807,3172,21,1017,150+,5+,501+
CS7808,3211,10,437,150+,5+,401-500
CS7809,3149,14,563,150+,5+,501+
CS7810,3163,10,462,150+,5+,401-500
CS7811,3137,13,578,150+,5+,501+
CS7812,3142,19,815,150+,5+,501+
CS7813,3236,17,707,150+,5+,501+
CS7814,3258,14,787,150+,5+,501+
CS7815,3160,8,366,150+,5+,301-400
CS7816,3156,13,510,150+,5+,501+
CS7817,3199,14,711,150+,5+,501+
CS7818,3140,13,375,150+,5+,301-400
CS7819,3158,20,824,150+,5+,501+
CS7820,3165,18,783,150+,5+,501+
CS7821,3348,9,497,150+,5+,401-500
CS7822,3372,5,277,150+,5+,201-300
CS7823,3161,13,600,150+,5+,501+
CS7824,3129,10,412,150+,5+,401-500
CS7825,3134,18,1016,150+,5+,501+
CS7826,3193,10,445,150+,5+,401-500
CS7827,3133,14,517,150+,5+,501+
CS7828,3290,11,590,150+,5+,501+
CS7829,3227,12,565,150+,5+,501+
CS7830,3219,8,406,150+,5+,401-500
CS7831,3135,22,981,150+,5+,501+
CS7832,3224,20,905,150+,5+,501+
CS7833,3188,8,325,150+,5+,301-400
CS7834,3618,8,362,150+,5+,301-400
CS7835,3162,15,622,150+,5+,501+
CS7836,3384,17,927,150+,5+,501+
CS7837,3163,16,940,150+,5+,501+
CS7838,3131,15,580,150+,5+,501+
CS7839,3469,11,492,150+,5+,401-500
CS7840,3161,10,528,150+,5+,501+
CS7841,3134,10,412,150+,5+,401-500
CS7842,3145,12,565,150+,5+,501+
CS7843,3177,11,497,150+,5+,401-500
CS7844,3139,14,603,150+,5+,501+
CS7845,3360,9,422,150+,5+,401-500
CS7846,3288,21,924,150+,5+,501+
CS7847,3171,17,725,150+,5+,501+
CS7848,3278,11,431,150+,5+,401-500
CS7849,3130,8,349,150+,5+,301-400
CS7850,3128,18,665,150+,5+,501+
CS7851,3151,13,708,150+,5+,501+
CS7852,3223,9,422,150+,5+,401-500
CS7853,3185,12,559,150+,5+,501+
CS7854,3357,15,534,150+,5+,501+
CS7855,3520,11,542,150+,5+,501+
CS7856,3137,5,257,150+,5+,201-300
CS7857,3128,22,996,150+,5+,501+
CS7858,3241,18,976,150+,5+,501+
CS7859,3216,13,728,150+,5+,501+
CS7860,3205,9,406,150+,5+,401-500
CS7861,3278,14,613,150+,5+,501+
CS7862,3198,16,641,150+,5+,501+
CS7863,3172,12,444,150+,5+,401-500
CS7864,3140,11,445,150+,5+,401-500
CS7865,3217,24,1069,150+,5+,501+
CS7866,3234,20,977,150+,5+,501+
CS7867,3187,17,762,150+,5+,501+
CS7868,3187,12,486,150+,5+,401-500
CS7869,3160,9,370,150+,5+,301-400
CS7870,3164,13,606,150+,5+,501+
CS7871,3433,10,451,150+,5+,401-500
CS7872,3142,12,579,150+,5+,501+
CS7873,3176,14,662,150+,5+,501+
CS7874,3135,12,534,150+,5+,501+
CS7875,3146,14,627,150+,5+,501+
CS7876,3147,11,612,150+,5+,501+
CS7877,3225,14,629,150+,5+,501+
CS7878,3245,16,717,150+,5+,501+
CS7879,3173,14,643,150+,5+,501+
CS7880,3275,10,457,150+,5+,401-500
CS7881,3279,7,274,150+,5+,201-300
CS7882,3295,5,228,150+,5+,201-300
CS7883,3276,9,406,150+,5+,401-500
CS7884,3157,8,328,150+,5+,301-400
CS7885,3123,14,630,150+,5+,501+
CS7886,3455,14,566,150+,5+,501+
CS7887,3184,15,616,150+,5+,501+
CS7888,3465,17,777,150+,5+,501+
CS7889,3138,5,198,150+,5+,101-200
CS7890,3134,18,838,150+,5+,501+
CS7891,3595,6,188,150+,5+,101-200
CS7892,3166,11,599,150+,5+,501+
CS7893,3203,11,494,150+,5+,401-500
CS7894,3134,15,594,150+,5+,501+
CS7895,3251,13,533,150+,5+,501+
CS7896,3353,6,259,150+,5+,201-300
CS7897,3303,12,544,150+,5+,501+
CS7898,3211,12,603,150+,5+,501+
CS7899,3145,6,310,150+,5+,301-400
CS7900,3238,16,745,150+,5+,501+
CS7901,3287,14,557,150+,5+,501+
CS7902,3152,10,462,150+,5+,401-500
CS7903,3127,18,899,150+,5+,501+
CS7904,3243,13,483,150+,5+,401-500
CS7905,3135,20,821,150+,5+,501+
CS7906,3153,17,577,150+,5+,501+
CS7907,3182,14,633,150+,5+,501+
CS7908,3226,18,727,150+,5+,501+
CS7909,3134,14,738,150+,5+,501+
CS7910,3195,11,518,150+,5+,501+
CS7911,3132,16,694,150+,5+,501+
CS7912,3246,17,702,150+,5+,501+
CS7913,3464,8,369,150+,5+,301-400
CS7914,3207,11,526,150+,5+,501+
CS7915,3303,5,232,150+,5+,201-300
CS7916,3129,18,832,150+,5+,501+
CS7917,3234,10,333,150+,5+,301-400
CS7918,3575,8,248,150+,5+,201-300
CS7919,3560,14,620,150+,5+,501+
CS7920,3204,17,729,150+,5+,501+
CS7921,3172,16,687,150+,5+,501+
CS7922,3172,12,665,150+,5+,501+
CS7923,3209,22,1028,150+,5+,501+
CS7924,3151,19,850,150+,5+,501+
CS7925,3256,19,891,150+,5+,501+
CS7926,3269,11,417,150+,5+,401-500
CS7927,3232,12,548,150+,5+,501+
CS7928,3128,9,408,150+,5+,401-500
CS7929,3228,12,493,150+,5+,401-500
CS7930,3217,16,713,150+,5+,501+
CS7931,3379,10,391,150+,5+,301-400
CS7932,3264,15,657,150+,5+,501+
CS7933,3166,16,763,150+,5+,501+
CS7934,3173,9,327,150+,5+,301-400
CS7935,3165,15,623,150+,5+,501+
CS7936,3203,10,364,150+,5+,301-400
CS7937,3228,13,473,150+,5+,401-500
CS7938,3144,19,670,150+,5+,501+
CS7939,3469,11,498,150+,5+,401-500
CS7940,3373,17,793,150+,5+,501+
CS7941,3135,9,342,150+,5+,301-400
CS7942,3210,14,544,150+,5+,501+
CS7943,3127,15,731,150+,5+,501+
CS7944,3138,15,820,150+,5+,501+
CS7945,3213,17,796,150+,5+,501+
CS7946,3214,13,614,150+,5+,501+
CS7947,3209,13,598,150+,5+,501+
CS7948,3344,12,488,150+,5+,401-500
CS7949,3208,17,837,150+,5+,501+
CS7950,3122,17,824,150+,5+,501+
CS7951,3378,11,488,150+,5+,401-500
CS7952,3217,11,531,150+,5+,501+
CS7953,3130,15,692,150+,5+,501+
CS7954,3126,14,694,150+,5+,501+
CS7955,3162,12,580,150+,5+,501+
CS7956,3392,9,332,150+,5+,301-400
CS7957,3189,13,472,150+,5+,401-500
CS7958,3228,12,522,150+,5+,501+
CS7959,3242,20,860,150+,5+,501+
CS7960,3131,13,661,150+,5+,501+
CS7961,3264,11,553,150+,5+,501+
CS7962,3367,10,473,150+,5+,401-500
CS7963,3128,16,662,150+,5+,501+
CS7964,3154,15,768,150+,5+,501+
CS7965,3278,11,529,150+,5+,501+
CS7966,3182,8,450,150+,5+,401-500
CS7967,3160,14,683,150+,5+,501+
CS7968,3133,11,502,150+,5+,501+
CS7969,3161,21,891,150+,5+,501+
CS7970,3125,10,547,150+,5+,501+
CS7971,3160,9,498,150+,5+,401-500
CS7972,3456,11,438,150+,5+,401-500
CS7973,3249,8,239,150+,5+,201-300
CS7974,3299,15,641,150+,5+,501+
CS7975,3380,17,689,150+,5+,501+
CS7976,3122,8,370,150+,5+,301-400
CS7977,3139,12,469,150+,5+,401-500
CS7978,3228,17,734,150+,5+,501+
CS7979,3245,12,629,150+,5+,501+
CS7980,3138,14,592,150+,5+,501+
CS7981,3133,11,488,150+,5+,401-500
CS7982,3145,24,1121,150+,5+,501+
CS7983,3357,12,597,150+,5+,501+
CS7984,3428,8,295,150+,5+,201-300
CS7985,3176,11,396,150+,5+,301-400
CS7986,3150,14,689,150+,5+,501+
CS7987,3155,15,646,150+,5+,501+
CS7988,3562,11,382,150+,5+,301-400
CS7989,3234,15,650,150+,5+,501+
CS7990,3174,15,704,150+,5+,501+
CS7991,3122,16,644,150+,5+,501+
CS7992,3152,12,486,150+,5+,401-500
CS7993,3365,11,425,150+,5+,401-500
CS7994,3248,11,613,150+,5+,501+
CS7995,3339,16,730,150+,5+,501+
CS7996,3214,19,851,150+,5+,501+
CS7997,3256,14,669,150+,5+,501+
CS7998,3142,16,637,150+,5+,501+
CS7999,3412,8,443,150+,5+,401-500
CS8000,3189,13,576,150+,5+,501+
CS8001,3246,12,588,150+,5+,501+
CS8002,3173,8,363,150+,5+,301-400
CS8003,3192,14,625,150+,5+,501+
CS8004,3164,12,610,150+,5+,501+
CS8005,3150,16,800,150+,5+,501+
CS8006,3235,11,466,150+,5+,401-500
CS8007,3174,10,440,150+,5+,401-500
CS8008,3132,13,631,150+,5+,501+
CS8009,3303,9,343,150+,5+,301-400
CS8010,3230,15,687,150+,5+,501+
CS8011,3769,10,449,150+,5+,401-500
CS8012,3230,6,196,150+,5+,101-200
CS8013,3176,13,591,150+,5+,501+
CS8014,3134,9,350,150+,5+,301-400
CS8015,3380,12,522,150+,5+,501+
CS8016,3216,18,865,150+,5+,501+
CS8017,3290,15,530,150+,5+,501+
CS8018,3154,10,408,150+,5+,401-500
CS8019,3134,15,600,150+,5+,501+
CS8020,3332,11,408,150+,5+,401-500
CS8021,3390,11,576,150+,5+,501+
CS8022,3150,17,833,150+,5+,501+
CS8023,3175,10,443,150+,5+,401-500
CS8024,3293,14,685,150+,5+,501+
CS8025,3440,12,428,150+,5+,401-500
CS8026,3146,17,600,150+,5+,501+
CS8027,3124,17,816,150+,5+,501+
CS8028,3274,7,284,150+,5+,201-300
CS8029,3268,12,520,150+,5+,501+
CS8030,3145,19,860,150+,5+,501+
CS8031,3158,16,725,150+,5+,501+
CS8032,3264,11,452,150+,5+,401-500
CS8033,3604,5,255,150+,5+,201-300
CS8034,3331,12,535,150+,5+,501+
CS8035,3206,15,729,150+,5+,501+
CS8036,3164,19,922,150+,5+,501+
CS8037,3534,16,777,150+,5+,501+
CS8038,3170,10,504,150+,5+,501+
CS8039,3159,10,540,150+,5+,501+
CS8040,3221,11,356,150+,5+,301-400
CS8041,3337,15,805,150+,5+,501+
CS8042,3175,16,675,150+,5+,501+
CS8043,3190,11,472,150+,5+,401-500
CS8044,3164,13,501,150+,5+,501+
CS8045,3243,15,721,150+,5+,501+
CS8046,3128,11,537,150+,5+,501+
CS8047,3176,18,933,150+,5+,501+
CS8048,3141,12,619,150+,5+,501+
CS8049,3245,13,701,150+,5+,501+
CS8050,3202,13,614,150+,5+,501+
CS8051,3357,12,451,150+,5+,401-500
CS8052,3445,14,564,150+,5+,501+
CS8053,3133,12,463,150+,5+,401-500
CS8054,3166,8,327,150+,5+,301-400
CS8055,3175,20,962,150+,5+,501+
CS8056,3174,15,512,150+,5+,501+
CS8057,3142,12,602,150+,5+,501+
CS8058,3132,17,753,150+,5+,501+
CS8059,3234,18,802,150+,5+,501+
CS8060,3236,13,535,150+,5+,501+
CS8061,3124,20,801,150+,5+,501+
CS8062,3463,9,466,150+,5+,401-500
CS8063,3240,13,579,150+,5+,501+
CS8064,3252,14,607,150+,5+,501+
CS8065,3130,11,482,150+,5+,401-500
CS8066,3265,13,545,150+,5+,501+
CS8067,3497,16,699,150+,5+,501+
CS8068,3173,6,258,150+,5+,201-300
CS8069,3225,15,792,150+,5+,501+
CS8070,3148,11,437,150+,5+,401-500
CS8071,3260,10,439,150+,5+,401-500
CS8072,3128,11,643,150+,5+,501+
CS8073,3156,16,575,150+,5+,501+
CS8074,3142,9,384,150+,5+,301-400
CS8075,3185,12,453,150+,5+,401-500
CS8076,3425,9,379,150+,5+,301-400
CS8077,3136,5,164,150+,5+,101-200
CS8078,3249,13,617,150+,5+,501+
CS8079,3299,15,769,150+,5+,501+
CS8080,3188,10,474,150+,5+,401-500
CS8081,3148,15,718,150+,5+,501+
CS8082,3233,12,519,150+,5+,501+
CS8083,3186,18,628,150+,5+,501+
CS8084,3443,9,449,150+,5+,401-500
CS8085,3294,21,880,150+,5+,501+
CS8086,3131,19,811,150+,5+,501+
CS8087,3142,9,307,150+,5+,301-400
CS8088,3520,8,346,150+,5+,301-400
CS8089,3174,13,549,150+,5+,501+
CS8090,3279,8,336,150+,5+,301-400
CS8091,3221,16,690,150+,5+,501+
CS8092,3168,12,648,150+,5+,501+
CS8093,3249,15,755,150+,5+,501+
CS8094,3276,10,326,150+,5+,301-400
CS8095,3134,14,595,150+,5+,501+
CS8096,3236,11,409,150+,5+,401-500
CS8097,3266,8,378,150+,5+,301-400
CS8098,3191,17,767,150+,5+,501+
CS8099,3209,13,593,150+,5+,501+
CS8100,3247,13,569,150+,5+,501+
CS8101,3183,11,539,150+,5+,501+
CS8102,3371,14,801,150+,5+,501+
CS8103,3156,11,487,150+,5+,401-500
CS8104,3160,19,915,150+,5+,501+
CS8105,3416,9,534,150+,5+,501+
CS8106,3147,9,347,150+,5+,301-400
CS8107,3121,10,441,150+,5+,401-500
CS8108,3163,9,378,150+,5+,301-400
CS8109,3156,16,677,150+,5+,501+
CS8110,3244,9,479,150+,5+,401-500
CS8111,3170,15,597,150+,5+,501+
CS8112,3401,13,488,150+,5+,401-500
CS8113,3127,20,911,150+,5+,501+
CS8114,3158,9,306,150+,5+,301-400
CS8115,3160,15,745,150+,5+,501+
CS8116,3166,18,754,150+,5+,501+
CS8117,3146,18,828,150+,5+,501+
CS8118,3404,8,450,150+,5+,401-500
CS8119,3187,16,681,150+,5+,501+
CS8120,3289,8,437,150+,5+,401-500
CS8121,3152,12,586,150+,5+,501+
CS8122,3247,17,636,150+,5+,501+
CS8123,3223,14,675,150+,5+,501+
CS8124,3441,13,481,150+,5+,401-500
CS8125,3249,12,552,150+,5+,501+
CS8126,3152,10,533,150+,5+,501+
CS8127,3132,22,759,150+,5+,501+
CS8128,3181,15,763,150+,5+,501+
CS8129,3144,11,549,150+,5+,501+
CS8130,3176,16,765,150+,5+,501+
CS8131,3492,7,316,150+,5+,301-400
CS8132,3220,10,406,150+,5+,401-500
CS8133,3207,12,509,150+,5+,501+
CS8134,3189,11,446,150+,5+,401-500
CS8135,3196,18,722,150+,5+,501+
CS8136,3180,11,383,150+,5+,301-400
CS8137,3133,12,528,150+,5+,501+
CS8138,3170,15,609,150+,5+,501+
CS8139,3203,15,717,150+,5+,501+
CS8140,3208,17,820,150+,5+,501+
CS8141,3121,14,632,150+,5+,501+
CS8142,3153,14,710,150+,5+,501+
CS8143,3151,12,534,150+,5+,501+
CS8144,3367,5,220,150+,5+,201-300
CS8145,3131,12,471,150+,5+,401-500
CS8146,3197,13,574,150+,5+,501+
CS8147,3151,10,398,150+,5+,301-400
CS8148,3195,17,718,150+,5+,501+
CS8149,3137,13,522,150+,5+,501+
CS8150,3321,12,515,150+,5+,501+
CS8151,3206,9,321,150+,5+,301-400
CS8152,3168,8,355,150+,5+,301-400
CS8153,3205,13,506,150+,5+,501+
CS8154,3310,12,386,150+,5+,301-400
CS8155,3193,12,478,150+,5+,401-500
CS8156,3377,10,418,150+,5+,401-500
CS8157,3416,8,315,150+,5+,301-400
CS8158,3309,11,528,150+,5+,501+
CS8159,3320,8,347,150+,5+,301-400
